/media/NLP/Reuters/0.txt, /media/NLP/Reuters/0.txt, 1
/media/NLP/Reuters/0.txt, /media/NLP/Reuters/106352.txt, 1
/media/NLP/Reuters/0.txt, /media/NLP/Reuters/159528.txt, 1
/media/NLP/Reuters/0.txt, /media/NLP/Reuters/212704.txt, 1
/media/NLP/Reuters/0.txt, /media/NLP/Reuters/265880.txt, 1
/media/NLP/Reuters/0.txt, /media/NLP/Reuters/319056.txt, 1
/media/NLP/Reuters/0.txt, /media/NLP/Reuters/372232.txt, 1
/media/NLP/Reuters/0.txt, /media/NLP/Reuters/425408.txt, 1
/media/NLP/Reuters/0.txt, /media/NLP/Reuters/478584.txt, 1
/media/NLP/Reuters/0.txt, /media/NLP/Reuters/53176.txt, 1
/media/NLP/Reuters/106352.txt, /media/NLP/Reuters/0.txt, 1
/media/NLP/Reuters/106352.txt, /media/NLP/Reuters/106352.txt, 1
/media/NLP/Reuters/106352.txt, /media/NLP/Reuters/159528.txt, 1
/media/NLP/Reuters/106352.txt, /media/NLP/Reuters/212704.txt, 1
/media/NLP/Reuters/106352.txt, /media/NLP/Reuters/265880.txt, 1
/media/NLP/Reuters/106352.txt, /media/NLP/Reuters/319056.txt, 1
/media/NLP/Reuters/106352.txt, /media/NLP/Reuters/372232.txt, 1
/media/NLP/Reuters/106352.txt, /media/NLP/Reuters/425408.txt, 1
/media/NLP/Reuters/106352.txt, /media/NLP/Reuters/478584.txt, 1
/media/NLP/Reuters/106352.txt, /media/NLP/Reuters/53176.txt, 1
/media/NLP/Reuters/159528.txt, /media/NLP/Reuters/0.txt, 1
/media/NLP/Reuters/159528.txt, /media/NLP/Reuters/106352.txt, 1
/media/NLP/Reuters/159528.txt, /media/NLP/Reuters/159528.txt, 1
/media/NLP/Reuters/159528.txt, /media/NLP/Reuters/212704.txt, 1
/media/NLP/Reuters/159528.txt, /media/NLP/Reuters/265880.txt, 1
/media/NLP/Reuters/159528.txt, /media/NLP/Reuters/319056.txt, 1
/media/NLP/Reuters/159528.txt, /media/NLP/Reuters/372232.txt, 1
/media/NLP/Reuters/159528.txt, /media/NLP/Reuters/425408.txt, 1
/media/NLP/Reuters/159528.txt, /media/NLP/Reuters/478584.txt, 1
/media/NLP/Reuters/159528.txt, /media/NLP/Reuters/53176.txt, 1
/media/NLP/Reuters/212704.txt, /media/NLP/Reuters/0.txt, 1
/media/NLP/Reuters/212704.txt, /media/NLP/Reuters/106352.txt, 1
/media/NLP/Reuters/212704.txt, /media/NLP/Reuters/159528.txt, 1
/media/NLP/Reuters/212704.txt, /media/NLP/Reuters/212704.txt, 1
